ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,Aransas Pass Civic Center,Non-Profit,10/17/2025,700 West Wheeler,Aransas Pass,TX,78336,,,12,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Carson City Senior Center ,Senior Center,10/17/2025,911 Beverly Drive,Carson City,NV,89706,,,6,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Granville Senior Center,Senior Center,10/17/2025,6026 Granville Hwy,Granville,TN,38564,,,8,CN Hosted Workshops ,Internet Basics
,Granville Senior Center,Senior Center,10/17/2025,6026 Granville Hwy,Granville,TN,38564,,,8,CN Hosted Workshops ,Cybersecurity
,Granville Senior Center,Senior Center,10/17/2025,6026 Granville Hwy,Granville,TN,38564,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Carson City Senior Center ,Senior Center,10/18/2025,911 Beverly Drive,Carson City,NV,89706,,,6,CN Hosted Workshops ,Mobile Device Basics (Android)
,Carson City Senior Center ,Senior Center,10/19/2025,911 Beverly Drive,Carson City,NV,89706,,,1,CN Hosted Workshops ,Open Lab Workshop
,Summit County Seniors ,Senior Center,10/20/2025,202 Park Rd,Coalville,UT,84017,,,5,CN Hosted Workshops ,Cybersecurity
,Colleyville Senior Center,Senior Center,10/21/2025,2512 Glade Road,Colleyville,TX,76034,,,8,CN Hosted Workshops ,Computer Basics Windows 10
,Colleyville Senior Center,Senior Center,10/21/2025,2512 Glade Road,Colleyville,TX,76034,,,6,CN Hosted Workshops ,Internet Basics
,Colleyville Senior Center,Senior Center,10/21/2025,2512 Glade Road,Colleyville,TX,76034,,,10,CN Hosted Workshops ,Email Basics
,Colleyville Senior Center,Senior Center,10/21/2025,2512 Glade Road,Colleyville,TX,76034,,,1,CN Hosted Workshops ,Open Lab Workshop
,Summit County Seniors ,Senior Center,10/21/2025,202 Park Rd,Coalville,UT,84017,,,5,CN Hosted Workshops ,Video Conferencing
,Union County Senior Center,Non-Profit,10/21/2025,298 Main Street,Maynardville,TN,37807,,,28,CN Hosted Workshops ,Internet Basics
,Union County Senior Center,Non-Profit,10/21/2025,298 Main Street,Maynardville,TN,37807,,,28,CN Hosted Workshops ,Cybersecurity
,Union County Senior Center,Non-Profit,10/21/2025,298 Main Street,Maynardville,TN,37807,,,28,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Colleyville Senior Center,Senior Center,10/22/2025,2512 Glade Road,Colleyville,TX,76034,,,11,CN Hosted Workshops ,Cybersecurity
,Colleyville Senior Center,Senior Center,10/22/2025,2512 Glade Road,Colleyville,TX,76034,,,7,CN Hosted Workshops ,Video Conferencing
,Colleyville Senior Center,Senior Center,10/22/2025,2512 Glade Road,Colleyville,TX,76034,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Colleyville Senior Center,Senior Center,10/22/2025,2512 Glade Road,Colleyville,TX,76034,,,5,CN Hosted Workshops ,Mobile Device Basics (Android)
,Colleyville Senior Center,Senior Center,10/22/2025,2512 Glade Road,Colleyville,TX,76034,,,3,CN Hosted Workshops ,Open Lab Workshop
,Summit County Seniors ,Senior Center,10/22/2025,202 Park Rd,Coalville,UT,84017,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Literacy Program,Non-Profit,10/23/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Computer Basics Windows 10
,Community Literacy Program,Non-Profit,10/23/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Internet Basics
,Robertson County Senior Center,Senior Center,10/23/2025,601 Locust St,Springfield,TN,37172,,,19,CN Hosted Workshops ,Internet Basics
,Robertson County Senior Center,Senior Center,10/23/2025,601 Locust St,Springfield,TN,37172,,,19,CN Hosted Workshops ,Cybersecurity
,Robertson County Senior Center,Senior Center,10/23/2025,601 Locust St,Springfield,TN,37172,,,19,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Summit County Seniors ,Senior Center,10/23/2025,202 Park Rd,Coalville,UT,84017,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Fifty Forward Madison Station ,Senior Center,10/24/2025,530 Madison Station Blvd,Madison,TN,37115,,,9,CN Hosted Workshops ,Internet Basics
,Fifty Forward Madison Station ,Senior Center,10/25/2025,530 Madison Station Blvd,Madison,TN,37115,,,9,CN Hosted Workshops ,Cybersecurity
,Fifty Forward Madison Station ,Senior Center,10/26/2025,530 Madison Station Blvd,Madison,TN,37115,,,9,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Good Shepherd Recovery House for Men,Rehabilitation Center,10/27/2025,601 Moore Rd,Jasper,GA,30143,,,7,CN Hosted Workshops ,Internet Basics
,Good Shepherd Recovery House for Men,Rehabilitation Center,10/27/2025,601 Moore Rd,Jasper,GA,30143,,,7,CN Hosted Workshops ,Cybersecurity
,Good Shepherd Recovery House for Men,Rehabilitation Center,10/27/2025,601 Moore Rd,Jasper,GA,30143,,,6,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Good Shepherd Recovery House for Men,Rehabilitation Center,10/27/2025,601 Moore Rd,Jasper,GA,30143,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,South Granville Senior Center,Senior Center,10/27/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,6,CN Hosted Workshops ,Computer Basics Windows 10
,South Granville Senior Center,Senior Center,10/27/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,6,CN Hosted Workshops ,Internet Basics
,South Granville Senior Center,Senior Center,10/27/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,6,CN Hosted Workshops ,Email Basics
,Alliance for Arlington Seniors Program ,Senior Center,10/28/2025,909 S Dinwiddie St,Arlington,VA,22204,,,20,CN Hosted Workshops ,Computer Basics Windows 10
,Alliance for Arlington Seniors Program ,Senior Center,10/28/2025,909 S Dinwiddie St,Arlington,VA,22204,,,20,CN Hosted Workshops ,Email Basics
,Alliance for Arlington Seniors Program ,Senior Center,10/28/2025,909 S Dinwiddie St,Arlington,VA,22204,,,4,CN Hosted Workshops ,Video Conferencing
,Alliance for Arlington Seniors Program ,Senior Center,10/28/2025,909 S Dinwiddie St,Arlington,VA,22204,,,3,CN Hosted Workshops ,Open Lab Workshop
,Jasper County Senior Center ,Senior Center,10/28/2025,26 Mack Tillman Drive,Monticello,GA,31064,,,25,CN Hosted Workshops ,Internet Basics
,Jasper County Senior Center ,Senior Center,10/28/2025,26 Mack Tillman Drive,Monticello,GA,31064,,,25,CN Hosted Workshops ,Cybersecurity
,Jasper County Senior Center ,Senior Center,10/28/2025,26 Mack Tillman Drive,Monticello,GA,31064,,,15,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Jasper County Senior Center ,Senior Center,10/28/2025,26 Mack Tillman Drive,Monticello,GA,31064,,,10,CN Hosted Workshops ,Mobile Device Basics (Android)
,Martin County Senior Center ,Senior Center,10/28/2025,106 Ruthie Daniels Drive,Martin,KY,41649,,,9,CN Hosted Workshops ,Internet Basics
,Martin County Senior Center ,Senior Center,10/28/2025,106 Ruthie Daniels Drive,Martin,KY,41649,,,9,CN Hosted Workshops ,Cybersecurity
,Martin County Senior Center ,Senior Center,10/28/2025,106 Ruthie Daniels Drive,Martin,KY,41649,,,9,CN Hosted Workshops ,Mobile Device Basics (iOS)
,South Granville Senior Center ,Senior Center,10/28/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,8,CN Hosted Workshops ,Cybersecurity
,South Granville Senior Center ,Senior Center,10/28/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,8,CN Hosted Workshops ,Video Conferencing
,South Granville Senior Center ,Senior Center,10/28/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,South Granville Senior Center ,Senior Center,10/28/2025,114 Douglas Dr.,Creedmoor,NC,27522,,,8,CN Hosted Workshops ,Open Lab Workshop
,Alliance for Arlington Seniors Program ,Senior Center,10/29/2025,909 S Dinwiddie St,Arlington,VA,22204,,,9,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Alliance for Arlington Seniors Program ,Senior Center,10/29/2025,909 S Dinwiddie St,Arlington,VA,22204,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Alliance for Arlington Seniors Program ,Senior Center,10/29/2025,909 S Dinwiddie St,Arlington,VA,22204,,,6,CN Hosted Workshops ,Internet Basics
,Alliance for Arlington Seniors Program ,Senior Center,10/29/2025,909 S Dinwiddie St,Arlington,VA,22204,,,4,CN Hosted Workshops ,Cybersecurity
,Alliance for Arlington Seniors Program ,Senior Center,10/29/2025,909 S Dinwiddie St,Arlington,VA,22204,,,2,CN Hosted Workshops ,Open Lab Workshop
,Portland Senior Center,Senior Center,10/29/2025,108 Main Street,Portland,TN,37148,,,11,CN Hosted Workshops ,Internet Basics
,Portland Senior Center,Senior Center,10/29/2025,108 Main Street,Portland,TN,37148,,,11,CN Hosted Workshops ,Cybersecurity
,Portland Senior Center,Senior Center,10/29/2025,108 Main Street,Portland,TN,37148,,,11,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Algood Senior Center,Senior Center,10/30/2025,125 4th Ave,Cookeville,TN,38506,,,25,CN Hosted Workshops ,Internet Basics
,Algood Senior Center,Senior Center,10/30/2025,125 4th Ave,Cookeville,TN,38506,,,25,CN Hosted Workshops ,Cybersecurity
,Algood Senior Center,Senior Center,10/30/2025,125 4th Ave,Cookeville,TN,38506,,,25,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Alliance for Arlington Senior Programs,Senior Center,10/30/2025,909 S Dinwiddie St,Arlington,VA,22204,,,11,CN Hosted Workshops ,Cybersecurity
,Alliance for Arlington Senior Programs,Senior Center,10/30/2025,909 S Dinwiddie St,Arlington,VA,22204,,,6,CN Hosted Workshops ,Video Conferencing
,Alliance for Arlington Senior Programs,Senior Center,10/30/2025,909 S Dinwiddie St,Arlington,VA,22204,,,1,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Alliance for Arlington Senior Programs,Senior Center,10/30/2025,909 S Dinwiddie St,Arlington,VA,22204,,,4,CN Hosted Workshops ,Open Lab Workshop
,Clinton County Senior Citizen Center,Senior Center,10/30/2025,110 N. Spring Street,Albany,KY,42602,,,28,CN Hosted Workshops ,Internet Basics
,Clinton County Senior Citizen Center,Senior Center,10/30/2025,110 N. Spring Street,Albany,KY,42602,,,28,CN Hosted Workshops ,Cybersecurity
,Clinton County Senior Citizen Center,Senior Center,10/30/2025,110 N. Spring Street,Albany,KY,42602,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Clinton County Senior Citizen Center,Senior Center,10/30/2025,110 N. Spring Street,Albany,KY,42602,,,8,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Literacy Program,Non-Profit,10/30/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Email Basics
,Community Literacy Program,Non-Profit,10/30/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Cybersecurity
,Immaculate Heart of Mary Catholic Church,Place of Worship,10/31/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Immaculate Heart of Mary Catholic Church,Place of Worship,10/31/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Immaculate Heart of Mary Catholic Church,Place of Worship,10/31/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,4,CN Hosted Workshops ,Cybersecurity
,Immaculate Heart of Mary Catholic Church,Place of Worship,10/31/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,4,CN Hosted Workshops ,Video Conferencing
,Campbell County Senior Citizen,Senior Center,11/3/2025,102 S 8th St,La Follette,TN,37766,,,10,CN Hosted Workshops ,Internet Basics
,Campbell County Senior Citizen,Senior Center,11/3/2025,102 S 8th St,La Follette,TN,37766,,,10,CN Hosted Workshops ,Cybersecurity
,Campbell County Senior Citizen,Senior Center,11/3/2025,102 S 8th St,La Follette,TN,37766,,,10,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Catoosa County Senior Center,Senior Center,11/3/2025,144 Carlos's Circle,Ringgold,GA,30736,,,91,CN Hosted Workshops ,Internet Basics
,Catoosa County Senior Center,Senior Center,11/3/2025,144 Carlos's Circle,Ringgold,GA,30736,,,91,CN Hosted Workshops ,Cybersecurity
,Catoosa County Senior Center,Senior Center,11/3/2025,144 Carlos's Circle,Ringgold,GA,30736,,,70,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Catoosa County Senior Center,Senior Center,11/3/2025,144 Carlos's Circle,Ringgold,GA,30736,,,21,CN Hosted Workshops ,Mobile Device Basics (Android)
,Campbell County Senior Citizen,Senior Center,11/4/2025,102 S 8th St,La Follette,TN,37766,,,6,CN Hosted Workshops ,Computer Basics (Windows 10)
,Campbell County Senior Citizen,Senior Center,11/4/2025,102 S 8th St,La Follette,TN,37766,,,6,CN Hosted Workshops ,Email Basics
,Campbell County Senior Citizen,Senior Center,11/4/2025,102 S 8th St,La Follette,TN,37766,,,6,CN Hosted Workshops ,Video Conferencing
,Jackson County Senior Center,Senior Center,11/5/2025,151 Stan Evans Dr,Jefferson,GA,30549,,,101,CN Hosted Workshops ,Internet Basics
,Jackson County Senior Center,Senior Center,11/5/2025,151 Stan Evans Dr,Jefferson,GA,30549,,,101,CN Hosted Workshops ,Cybersecurity
,Jackson County Senior Center,Senior Center,11/5/2025,151 Stan Evans Dr,Jefferson,GA,30549,,,80,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Jackson County Senior Center,Senior Center,11/5/2025,151 Stan Evans Dr,Jefferson,GA,30549,,,21,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Literacy Program,Non-Profit,11/6/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Literacy Program,Non-Profit,11/6/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,9,CN Hosted Workshops ,Video Conferencing
,Greene County Senior Center,Senior Center,11/6/2025,1031 Silver Drive,Greensboro,GA,30642,,,47,CN Hosted Workshops ,Internet Basics
,Greene County Senior Center,Senior Center,11/6/2025,1031 Silver Drive,Greensboro,GA,30642,,,47,CN Hosted Workshops ,Cybersecurity
,Greene County Senior Center,Senior Center,11/6/2025,1031 Silver Drive,Greensboro,GA,30642,,,35,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Greene County Senior Center,Senior Center,11/6/2025,1031 Silver Drive,Greensboro,GA,30642,,,12,CN Hosted Workshops ,Mobile Device Basics (Android)
,Madison County Senior Center,Senior Center,11/7/2025,1265 Highway 98 West,Danielsville,GA,30633,,,36,CN Hosted Workshops ,Internet Basics
,Madison County Senior Center,Senior Center,11/7/2025,1265 Highway 98 West,Danielsville,GA,30633,,,36,CN Hosted Workshops ,Cybersecurity
,Madison County Senior Center,Senior Center,11/7/2025,1265 Highway 98 West,Danielsville,GA,30633,,,26,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Madison County Senior Center,Senior Center,11/7/2025,1265 Highway 98 West,Danielsville,GA,30633,,,10,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Center at Belvedere,Non-Profit,11/7/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,12,CN Hosted Workshops ,Computer Basics (Windows 10)
,The Center at Belvedere,Non-Profit,11/7/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,12,CN Hosted Workshops ,Internet Basics
,The Center at Belvedere,Non-Profit,11/7/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,6,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Center at Belvedere,Non-Profit,11/7/2025,540 Belvedere Blvd,Charlottesville,VA,22901,,,6,CN Hosted Workshops ,Mobile Device Basics (Android)
,Casa de Amigos,Community Center,11/10/2025,1101 Garden Ln,Midland,TX,79701,,,20,CN Hosted Workshops ,Computer Basics (Windows 10)
,Casa de Amigos,Community Center,11/10/2025,1101 Garden Ln,Midland,TX,79701,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Casa de Amigos,Community Center,11/10/2025,1101 Garden Ln,Midland,TX,79701,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Casa de Amigos,Community Center,11/10/2025,1101 Garden Ln,Midland,TX,79701,,,9,CN Hosted Workshops ,Email Basics
,Clay County Senior Center,Senior Center,11/10/2025,145 Cordell Hull Dr.,Celina,TN,38551,,,33,CN Hosted Workshops ,Internet Basics
,Clay County Senior Center,Senior Center,11/10/2025,145 Cordell Hull Dr.,Celina,TN,38551,,,33,CN Hosted Workshops ,Cybersecurity
,Clay County Senior Center,Senior Center,11/10/2025,145 Cordell Hull Dr.,Celina,TN,38551,,,28,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Clay County Senior Center,Senior Center,11/10/2025,145 Cordell Hull Dr.,Celina,TN,38551,,,5,CN Hosted Workshops ,Mobile Device Basics (Android)
,Casa de Amigos,Community Center,11/11/2025,1101 Garden Ln,Midland,TX,79701,,,18,CN Hosted Workshops ,Internet Basics
,Casa de Amigos,Community Center,11/11/2025,1101 Garden Ln,Midland,TX,79701,,,18,CN Hosted Workshops ,Video Conferencing
,Casa de Amigos,Community Center,11/11/2025,1101 Garden Ln,Midland,TX,79701,,,18,CN Hosted Workshops ,Cybersecurity
,Lazarus Project - House 3,Housing Shelter,11/12/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,50,CN Hosted Workshops ,Email Basics
,Lazarus Project - House 3,Housing Shelter,11/12/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,50,CN Hosted Workshops ,Computer Basics (Windows 10)
,Lazarus Project - House 3,Housing Shelter,11/12/2025,7812 Ball Camp Rd,Knoxville,TN,37931,,,50,CN Hosted Workshops ,Video Conferencing
,McKee Senior Center,Senior Center,11/12/2025,1035 McCammon Ridge Road ,McKee,KY,40447,,,7,CN Hosted Workshops ,Internet Basics
,McKee Senior Center,Senior Center,11/12/2025,1035 McCammon Ridge Road ,McKee,KY,40447,,,7,CN Hosted Workshops ,Cybersecurity
,McKee Senior Center,Senior Center,11/12/2025,1035 McCammon Ridge Road ,McKee,KY,40447,,,7,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Midland Senior Citizen Center,Senior Center,11/12/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,7,CN Hosted Workshops ,Computer Basics (Windows 10)
,Midland Senior Citizen Center,Senior Center,11/12/2025,3303 W Illinois Ave Suite 18,Midland,TX,79703,,,5,CN Hosted Workshops ,Internet Basics
,Harlan County Senior Center,Senior Center,11/13/2025,US-421,Harlan,KY,40831,,,14,CN Hosted Workshops ,Internet Basics
,Harlan County Senior Center,Senior Center,11/13/2025,US-421,Harlan,KY,40831,,,14,CN Hosted Workshops ,Cybersecurity
,Harlan County Senior Center,Senior Center,11/13/2025,US-421,Harlan,KY,40831,,,14,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Literacy Program,Non-Profit,11/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,7,CN Hosted Workshops ,Computer Basics (Windows 10)
,Community Literacy Program,Non-Profit,11/17/2025,2701 S. Harvey Ave.,Oklahoma City,OK,73109,,,7,CN Hosted Workshops ,Internet Basics
,Menifee County Senior Center,Senior Center,11/17/2025,68 Old Campus Road,Frenchburg,KY,40322,,,67,CN Hosted Workshops ,Internet Basics
,Menifee County Senior Center,Senior Center,11/17/2025,68 Old Campus Road,Frenchburg,KY,40322,,,67,CN Hosted Workshops ,Cybersecurity
,Menifee County Senior Center,Senior Center,11/17/2025,68 Old Campus Road,Frenchburg,KY,40322,,,55,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Menifee County Senior Center,Senior Center,11/17/2025,68 Old Campus Road,Frenchburg,KY,40322,,,12,CN Hosted Workshops ,Mobile Device Basics (Android)
,Etowah Senior Center,Senior Center,11/18/2025,205 McMinn Ave,Athens,TN,37303,,,20,CN Hosted Workshops ,Internet Basics
,Etowah Senior Center,Senior Center,11/18/2025,205 McMinn Ave,Athens,TN,37303,,,20,CN Hosted Workshops ,Cybersecurity
,Etowah Senior Center,Senior Center,11/18/2025,205 McMinn Ave,Athens,TN,37303,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,McMinn Senior Activity Center,Senior Center,11/18/2025,435 Cooper St,Etowah,TN,37331,,,31,CN Hosted Workshops ,Internet Basics
,McMinn Senior Activity Center,Senior Center,11/18/2025,435 Cooper St,Etowah,TN,37331,,,31,CN Hosted Workshops ,Cybersecurity
,McMinn Senior Activity Center,Senior Center,11/18/2025,435 Cooper St,Etowah,TN,37331,,,31,CN Hosted Workshops ,Mobile Device Basics (iOS)
